Draw Date	Numbers As Drawn	Numbers In Order	Jackpot	6 of 6	5 of 6	4 of 6	3 of 6
11-Feb-15	39:26:11:23:8:42	8:11:23:26:39:42	$1.9 Million	0	18	771	12057
14-Feb-15	29:11:27:19:12:9	9:11:12:19:27:29	$2.0 Million	0	17	743	11569
18-Feb-15	15:38:44:2:23:31	2:15:23:31:38:44	$2.1 Million	0	14	553	8490
21-Feb-15	8:27:16:38:6:30	6:8:16:27:30:38	$2.2 Million	1	16	571	10227
25-Feb-15	8:10:17:27:26:18	8:10:17:18:26:27	$1.0 Million	0	7	515	8751
28-Feb-15	22:29:30:37:25:14	14:22:25:29:30:37	$1.1 Million	0	9	474	8566
4-Mar-15	7:29:8:6:26:10	6:7:8:10:26:29	$1.2 Million	0	13	590	8841
7-Mar-15	10:30:42:37:11:32	10:11:30:32:37:42	$1.3 Million	0	12	512	8949
11-Mar-15	38:11:32:18:22:39	11:18:22:32:38:39	$1.4 Million	0	11	521	8064
14-Mar-15	10:14:43:11:3:36	3:10:11:14:36:43	$1.5 Million	0	15	596	9555
18-Mar-15	25:31:35:4:42:17	4:17:25:31:35:42	$1.6 Million	0	10	487	8338
21-Mar-15	39:11:6:41:22:37	6:11:22:37:39:41	$1.7 Million	0	15	614	9415
25-Mar-15	35:15:8:7:13:31	7:8:13:15:31:35	$1.8 Million	0	12	515	8869
28-Mar-15	27:31:3:39:29:23	3:23:27:29:31:39	$1.9 Million	0	14	557	9549
1-Apr-15	8:38:27:12:9:28	8:9:12:27:28:38	$2.0 Million	0	12	653	9779
4-Apr-15	10:24:17:26:40:23	10:17:23:24:26:40	$2.1 Million	0	14	596	9960
8-Apr-15	20:37:22:2:26:11	2:11:20:22:26:37	$2.2 Million	0	20	604	9738
11-Apr-15	31:36:22:41:20:28	20:22:28:31:36:41	$2.3 Million	0	17	609	9638
15-Apr-15	19:8:15:6:37:22	6:8:15:19:22:37	$2.4 Million	0	12	594	9743
18-Apr-15	19:10:9:23:13:4	4:9:10:13:19:23	$2.5 Million	0	15	714	11163
22-Apr-15	15:42:1:29:38:33	1:15:29:33:38:42	$2.6 Million	0	7	571	9069
25-Apr-15	16:4:8:22:23:20	4:8:16:20:22:23	$2.7 Million	0	15	751	10563
29-Apr-15	42:2:30:26:17:21	2:17:21:26:30:42	$2.8 Million	0	11	600	9514
2-May-15	11:43:42:27:20:32	11:20:27:32:42:43	$2.9 Million	0	16	617	10411
6-May-15	1:43:19:17:27:15	1:15:17:19:27:43	$3.0 Million	0	21	663	10168
9-May-15	27:5:12:6:37:26	5:6:12:26:27:37	$3.1 Million	0	12	688	11749
13-May-15	21:4:30:41:44:14	4:14:21:30:41:44	$3.2 Million	0	9	628	10574
16-May-15	28:19:29:36:1:39	1:19:28:29:36:39	$3.3 Million	0	16	687	11123
20-May-15	34:23:18:31:26:10	10:18:23:26:31:34	$3.4 Million	0	14	723	10363
23-May-15	9:43:17:41:32:11	9:11:17:32:41:43	$3.5 Million	0	15	693	11182
27-May-15	42:16:7:13:35:39	7:13:16:35:39:42	$3.6 Million	0	6	624	10787
30-May-15	15:22:13:12:36:8	8:12:13:15:22:36	$3.7 Million	0	14	892	12109
3-Jun-15	2:41:8:19:44:4	2:4:8:19:41:44	$3.8 Million	0	14	800	12051
6-Jun-15	32:27:34:15:21:25	15:21:25:27:32:34	$3.9 Million	0	23	752	11739
10-Jun-15	20:29:24:30:14:32	14:20:24:29:30:32	$4.0 Million	0	15	719	11694
13-Jun-15	34:24:7:21:1:33	1:7:21:24:33:34	$4.1 Million	0	20	786	12859
17-Jun-15	35:21:12:11:24:16	11:12:16:21:24:35	$4.2 Million	0	10	803	13138
20-Jun-15	14:10:28:27:6:38	6:10:14:27:28:38	$4.3 Million	0	26	895	13753
24-Jun-15	28:10:39:32:3:19	3:10:19:28:32:39	$4.4 Million	0	15	787	12969
27-Jun-15	5:22:41:25:7:10	5:7:10:22:25:41	$4.5 Million	0	17	886	14230
1-Jul-15	30:16:20:23:43:41	16:20:23:30:41:43	$4.6 Million	0	16	798	12540
4-Jul-15	42:21:9:6:27:24	6:9:21:24:27:42	$4.7 Million	0	21	917	13765
8-Jul-15	10:33:1:37:29:20	1:10:20:29:33:37	$4.8 Million	0	27	839	13290
11-Jul-15	12:28:41:14:37:19	12:14:19:28:37:41	$4.9 Million	0	23	890	14726
15-Jul-15	20:42:25:22:33:3	3:20:22:25:33:42	$5.0 Million	0	25	885	14260
18-Jul-15	25:42:24:36:6:40	6:24:25:36:40:42	$5.1 Million	0	21	890	14633
22-Jul-15	5:23:8:12:40:37	5:8:12:23:37:40	$5.2 Million	0	26	952	14848
25-Jul-15	33:25:42:29:44:3	3:25:29:33:42:44	$5.3 Million	0	20	925	14893
29-Jul-15	30:27:16:9:18:43	9:16:18:27:30:43	$5.4 Million	0	11	1016	15557
1-Aug-15	39:34:40:36:8:20	8:20:34:36:39:40	$5.5 Million	0	17	957	15708
5-Aug-15	39:35:4:12:16:44	4:12:16:35:39:44	$5.6 Million	0	23	1065	16508
8-Aug-15	23:18:34:21:3:4	3:4:18:21:23:34	$5.7 Million	1	19	1020	17419
12-Aug-15	27:25:32:3:2:40	2:3:25:27:32:40	$1.0 Million	0	6	471	8195
15-Aug-15	22:43:4:12:30:13	4:12:13:22:30:43	$1.1 Million	2	12	579	9186
19-Aug-15	18:36:42:26:17:22	17:18:22:26:36:42	$1.0 Million	0	7	441	7629
22-Aug-15	1:10:24:18:11:30	1:10:11:18:24:30	$1.1 Million	0	15	676	9543
26-Aug-15	24:19:18:21:40:1	1:18:19:21:24:40	$1.2 Million	0	13	486	8247
29-Aug-15	10:11:35:19:36:7	7:10:11:19:35:36	$1.3 Million	0	9	595	9697
2-Sep-15	9:44:14:38:10:18	9:10:14:18:38:44	$1.4 Million	0	9	485	8563
5-Sep-15	32:33:3:39:2:9	2:3:9:32:33:39	$1.5 Million	0	11	554	8921
9-Sep-15	4:39:23:12:36:41	4:12:23:36:39:41	$1.6 Million	0	7	489	8392
12-Sep-15	20:33:11:37:4:9	4:9:11:20:33:37	$1.7 Million	0	17	626	9809
16-Sep-15	40:37:32:23:29:15	15:23:29:32:37:40	$1.8 Million	0	11	502	8310
19-Sep-15	38:41:32:22:20:19	19:20:22:32:38:41	$1.9 Million	0	13	528	9014
23-Sep-15	11:1:39:2:35:40	1:2:11:35:39:40	$2.0 Million	0	13	547	8936
26-Sep-15	42:15:16:20:14:13	13:14:15:16:20:42	$2.1 Million	0	11	572	9257
30-Sep-15	4:37:44:43:33:25	4:25:33:37:43:44	$2.2 Million	0	9	543	9285
3-Oct-15	44:20:32:24:14:38	14:20:24:32:38:44	$2.3 Million	0	9	616	9949
7-Oct-15	12:37:8:34:19:17	8:12:17:19:34:37	$2.4 Million	0	21	634	9741
10-Oct-15	9:37:14:16:12:4	4:9:12:14:16:37	$2.5 Million	0	12	645	10783
14-Oct-15	44:4:24:26:37:32	4:24:26:32:37:44	$2.6 Million	0	11	607	9541
17-Oct-15	14:40:15:36:33:19	14:15:19:33:36:40	$2.7 Million	0	14	608	9944
21-Oct-15	28:30:33:10:22:2	2:10:22:28:30:33	$2.8 Million	0	16	639	10126
24-Oct-15	13:6:4:32:18:17	4:6:13:17:18:32	$2.9 Million	0	11	660	10658
28-Oct-15	26:40:20:38:12:31	12:20:26:31:38:40	$3.0 Million	0	11	590	10137
31-Oct-15	10:17:12:36:23:4	4:10:12:17:23:36	$3.1 Million	0	14	770	12049
4-Nov-15	28:5:1:25:14:30	1:5:14:25:28:30	$3.2 Million	0	23	729	11316
7-Nov-15	25:21:8:42:37:19	8:19:21:25:37:42	$3.3 Million	0	9	738	11735
11-Nov-15	29:9:4:17:13:44	4:9:13:17:29:44	$3.4 Million	0	21	753	11754
14-Nov-15	3:13:21:12:25:31	3:12:13:21:25:31	$3.5 Million	0	25	787	12661
18-Nov-15	22:38:32:28:4:26	4:22:26:28:32:38	$3.6 Million	0	14	646	10975
21-Nov-15	28:20:3:19:2:6	2:3:6:19:20:28	$3.7 Million	0	21	866	12711
25-Nov-15	1:5:32:37:19:38	1:5:19:32:37:38	$3.8 Million	0	24	737	12066
28-Nov-15	8:13:43:35:30:37	8:13:30:35:37:43	$3.9 Million	0	10	644	10831
2-Dec-15	34:40:25:23:12:42	12:23:25:34:40:42	$4.0 Million	2	18	745	11757
5-Dec-15	41:3:10:43:18:12	3:10:12:18:41:43	$1.0 Million	0	13	542	8940
9-Dec-15	25:1:34:26:20:23	1:20:23:25:26:34	$1.1 Million	0	10	433	7488
12-Dec-15	39:20:29:8:5:40	5:8:20:29:39:40	$1.2 Million	0	19	504	8569
16-Dec-15	32:33:22:16:6:14	6:14:16:22:32:33	$1.3 Million	0	10	472	8007
19-Dec-15	37:25:14:41:19:27	14:19:25:27:37:41	$1.4 Million	0	8	559	9057
23-Dec-15	29:17:21:11:4:23	4:11:17:21:23:29	$1.5 Million	0	22	714	10649
26-Dec-15	27:18:4:15:40:33	4:15:18:27:33:40	$1.6 Million	0	11	507	8034
30-Dec-15	12:37:20:27:36:14	12:14:20:27:36:37	$1.7 Million	0	8	564	9062
2-Jan-16	31:5:4:34:24:43	4:5:24:31:34:43	$1.8 Million	0	17	602	10000
6-Jan-16	39:32:22:34:37:14	14:22:32:34:37:39	$1.9 Million	0	15	720	11317
9-Jan-16	40:3:19:43:38:37	3:19:37:38:40:43	$2.0 Million	0	6	823	13968
13-Jan-16	1:10:17:5:40:3	1:3:5:10:17:40	$2.1 Million	0	21	1049	16607
16-Jan-16	12:29:16:9:23:7	7:9:12:16:23:29	$2.2 Million	0	37	954	13043
20-Jan-16	40:44:19:10:20:16	10:16:19:20:40:44	$2.3 Million	0	11	566	10297
23-Jan-16	39:6:22:23:1:5	1:5:6:22:23:39	$2.4 Million	0	22	682	11453
27-Jan-16	16:44:40:6:28:36	6:16:28:36:40:44	$2.5 Million	0	15	704	10803
30-Jan-16	24:20:1:2:21:7	1:2:7:20:21:24	$2.6 Million	0	10	705	12593
3-Feb-16	24:26:18:3:37:44	3:18:24:26:37:44	$2.7 Million	0	12	658	11221
6-Feb-16	42:23:9:39:25:30	9:23:25:30:39:42	$2.8 Million	0	21	704	11503
10-Feb-16	44:25:41:7:29:20	7:20:25:29:41:44	$2.9 Million	0	10	631	10638
13-Feb-16	42:3:43:18:23:2	2:3:18:23:42:43	$3.0 Million	0	18	702	11979
17-Feb-16	39:19:38:29:44:18	18:19:29:38:39:44	$3.1 Million	0	16	660	10839
20-Feb-16	39:33:41:14:43:37	14:33:37:39:41:43	$3.2 Million	0	19	700	11629
24-Feb-16	1:32:25:3:13:8	1:3:8:13:25:32	$3.3 Million	1	17	709	11734
27-Feb-16	3:27:1:19:2:12	1:2:3:12:19:27	$1.0 Million	0	17	697	10559
2-Mar-16	41:23:42:43:17:11	11:17:23:41:42:43	$1.1 Million	0	8	514	8351
5-Mar-16	44:43:29:38:27:33	27:29:33:38:43:44	$1.2 Million	0	21	500	8663
9-Mar-16	16:25:13:11:8:21	8:11:13:16:21:25	$1.3 Million	0	15	615	9496
12-Mar-16	26:44:9:6:38:41	6:9:26:38:41:44	$1.4 Million	0	17	584	9163
16-Mar-16	43:25:24:39:20:22	20:22:24:25:39:43	$1.5 Million	0	10	501	8181
19-Mar-16	44:21:31:9:7:29	7:9:21:29:31:44	$1.6 Million	0	10	645	9852
23-Mar-16	20:15:11:14:2:32	2:11:14:15:20:32	$1.7 Million	0	11	550	8832
26-Mar-16	21:16:36:12:7:38	7:12:16:21:36:38	$1.8 Million	0	14	636	10104
30-Mar-16	3:32:15:18:36:28	3:15:18:28:32:36	$1.9 Million	0	8	506	8705
2-Apr-16	21:32:42:19:7:29	7:19:21:29:32:42	$2.0 Million	0	13	604	10438
6-Apr-16	26:12:8:34:20:24	8:12:20:24:26:34	$2.1 Million	0	8	631	9466
9-Apr-16	40:1:26:42:35:43	1:26:35:40:42:43	$2.2 Million	0	6	575	9383
13-Apr-16	19:32:10:15:26:18	10:15:18:19:26:32	$2.3 Million	0	9	572	9563
16-Apr-16	5:13:22:8:14:11	5:8:11:13:14:22	$2.4 Million	0	23	713	11186
20-Apr-16	18:34:5:15:31:16	5:15:16:18:31:34	$2.5 Million	0	12	584	9295
23-Apr-16	19:9:30:38:21:34	9:19:21:30:34:38	$2.6 Million	0	16	657	10594
27-Apr-16	27:20:13:18:43:11	11:13:18:20:27:43	$2.7 Million	0	12	687	10492
30-Apr-16	5:32:37:19:24:11	5:11:19:24:32:37	$2.8 Million	1	13	717	11081
4-May-16	13:6:31:19:20:4	4:6:13:19:20:31	$1.0 Million	0	9	534	8950
7-May-16	28:8:5:33:40:30	5:8:28:30:33:40	$1.1 Million	0	11	574	9103
11-May-16	11:41:35:14:13:22	11:13:14:22:35:41	$1.2 Million	0	9	486	7660
14-May-16	8:18:39:25:29:16	8:16:18:25:29:39	$1.3 Million	0	13	501	8547
18-May-16	41:5:40:21:30:43	5:21:30:40:41:43	$1.4 Million	0	13	462	8071
21-May-16	30:43:42:6:27:39	6:27:30:39:42:43	$1.5 Million	0	12	531	8317
25-May-16	32:17:34:10:26:24	10:17:24:26:32:34	$1.6 Million	0	10	473	7845
28-May-16	8:36:6:13:32:33	6:8:13:32:33:36	$1.7 Million	0	8	509	8657
1-Jun-16	35:2:37:13:23:22	2:13:22:23:35:37	$1.8 Million	1	17	432	7824
4-Jun-16	15:1:10:16:40:8	1:8:10:15:16:40	$1.0 Million	0	10	521	8445
8-Jun-16	3:33:36:14:16:38	3:14:16:33:36:38	$1.1 Million	0	10	472	6957
11-Jun-16	13:19:12:32:39:42	12:13:19:32:39:42	$1.2 Million	0	9	490	7886
15-Jun-16	30:1:22:40:39:36	1:22:30:36:39:40	$1.3 Million	0	6	437	7267
18-Jun-16	4:28:29:2:18:11	2:4:11:18:28:29	$1.4 Million	0	14	607	9137
22-Jun-16	41:17:34:31:2:30	2:17:30:31:34:41	$1.5 Million	0	6	453	7396
25-Jun-16	40:8:12:19:23:28	8:12:19:23:28:40	$1.6 Million	0	14	644	9342
29-Jun-16	18:30:20:23:40:22	18:20:22:23:30:40	$1.7 Million	0	13	511	8119
2-Jul-16	24:15:1:34:18:35	1:15:18:24:34:35	$1.8 Million	0	9	521	8770
6-Jul-16	42:21:11:6:24:32	6:11:21:24:32:42	$1.9 Million	0	10	555	9015
9-Jul-16	16:25:1:24:27:31	1:16:24:25:27:31	$2.0 Million	0	12	621	9570
13-Jul-16	24:1:28:17:35:37	1:17:24:28:35:37	$2.1 Million	0	4	569	8699
16-Jul-16	15:28:22:21:38:41	15:21:22:28:38:41	$2.2 Million	0	15	583	9360
20-Jul-16	19:3:35:37:13:32	3:13:19:32:35:37	$2.3 Million	0	12	592	9383
23-Jul-16	20:26:29:13:6:35	6:13:20:26:29:35	$2.4 Million	0	12	618	10301
27-Jul-16	14:8:39:9:21:17	8:9:14:17:21:39	$2.5 Million	0	12	628	10034
30-Jul-16	11:2:25:22:43:9	2:9:11:22:25:43	$2.6 Million	0	16	714	11515
3-Aug-16	40:3:28:27:2:13	2:3:13:27:28:40	$2.7 Million	0	12	664	10134
6-Aug-16	19:34:32:43:18:23	18:19:23:32:34:43	$2.8 Million	0	11	650	10219
10-Aug-16	38:8:40:3:9:24	3:8:9:24:38:40	$2.9 Million	0	16	608	10195
13-Aug-16	34:21:15:29:17:38	15:17:21:29:34:38	$3.0 Million	1	20	652	10958
17-Aug-16	4:24:2:10:15:40	2:4:10:15:24:40	$1.0 Million	0	8	513	7848
20-Aug-16	37:24:14:38:39:9	9:14:24:37:38:39	$1.1 Million	0	8	470	7724
24-Aug-16	28:7:35:14:6:9	6:7:9:14:28:35	$1.2 Million	0	11	626	8052
27-Aug-16	42:29:23:5:12:40	5:12:23:29:40:42	$1.3 Million	0	12	532	8377
31-Aug-16	32:20:23:43:9:26	9:20:23:26:32:43	$1.4 Million	0	13	503	7572
3-Sep-16	8:30:18:31:9:37	8:9:18:30:31:37	$1.5 Million	0	15	518	8828
7-Sep-16	29:35:32:21:27:24	21:24:27:29:32:35	$1.6 Million	0	19	454	7562
10-Sep-16	34:8:4:2:9:1	1:2:4:8:9:34	$1.7 Million	0	21	628	9522
14-Sep-16	24:1:37:22:39:40	1:22:24:37:39:40	$1.8 Million	0	7	478	7912
17-Sep-16	38:27:39:43:33:20	20:27:33:38:39:43	$1.9 Million	0	15	539	8557
21-Sep-16	5:10:38:21:18:22	5:10:18:21:22:38	$2.0 Million	0	8	524	8694
24-Sep-16	32:1:40:38:44:42	1:32:38:40:42:44	$2.1 Million	0	6	565	9111
28-Sep-16	33:3:11:20:12:10	3:10:11:12:20:33	$2.2 Million	0	14	611	9492
1-Oct-16	26:38:30:33:14:17	14:17:26:30:33:38	$2.3 Million	0	12	581	9301
5-Oct-16	40:29:26:32:25:16	16:25:26:29:32:40	$2.4 Million	0	9	553	8915
8-Oct-16	14:10:40:34:11:21	10:11:14:21:34:40	$2.5 Million	0	14	592	9619
12-Oct-16	37:20:11:34:27:1	1:11:20:27:34:37	$2.6 Million	0	16	610	9444
15-Oct-16	12:25:42:10:21:16	10:12:16:21:25:42	$2.7 Million	0	13	627	10178
19-Oct-16	6:21:23:36:29:40	6:21:23:29:36:40	$2.8 Million	0	14	547	9013
22-Oct-16	16:6:15:8:21:37	6:8:15:16:21:37	$2.9 Million	0	13	602	9849
26-Oct-16	39:23:22:26:21:33	21:22:23:26:33:39	$3.0 Million	0	20	568	9290
29-Oct-16	11:24:18:30:27:10	10:11:18:24:27:30	$3.1 Million	0	17	706	11285
2-Nov-16	4:44:13:2:16:19	2:4:13:16:19:44	$3.2 Million	0	11	683	10611
5-Nov-16	23:13:21:43:25:8	8:13:21:23:25:43	$3.3 Million	0	8	672	11335
9-Nov-16	34:25:14:28:41:20	14:20:25:28:34:41	$3.4 Million	0	13	615	10075
12-Nov-16	28:36:26:43:10:17	10:17:26:28:36:43	$3.5 Million	1	9	671	10587
16-Nov-16	30:17:8:43:33:10	8:10:17:30:33:43	$1.0 Million	0	8	465	7517
19-Nov-16	35:38:25:31:43:17	17:25:31:35:38:43	$1.1 Million	0	7	470	7196
23-Nov-16	40:9:19:2:38:23	2:9:19:23:38:40	$1.2 Million	0	13	516	8240
26-Nov-16	6:4:26:18:23:30	4:6:18:23:26:30	$1.3 Million	0	16	527	8320
30-Nov-16	6:30:34:5:18:2	2:5:6:18:30:34	$1.4 Million	0	13	505	7830
3-Dec-16	42:15:41:7:44:16	7:15:16:41:42:44	$1.5 Million	0	15	496	8280
7-Dec-16	6:33:21:32:44:15	6:15:21:32:33:44	$1.6 Million	0	11	482	7876
10-Dec-16	14:18:7:8:24:35	7:8:14:18:24:35	$1.7 Million	0	11	530	8874
14-Dec-16	29:25:39:13:6:44	6:13:25:29:39:44	$1.8 Million	0	14	582	8435
17-Dec-16	28:16:31:38:33:4	4:16:28:31:33:38	$1.9 Million	0	13	455	8184
21-Dec-16	31:20:30:13:29:18	13:18:20:29:30:31	$2.0 Million	0	10	481	8572
24-Dec-16	32:7:19:30:13:41	7:13:19:30:32:41	$2.1 Million	0	12	703	10177
28-Dec-16	44:9:24:21:15:43	9:15:21:24:43:44	$2.2 Million	0	7	497	8448
31-Dec-16	29:16:38:7:12:18	7:12:16:18:29:38	$2.3 Million	0	13	673	10759
4-Jan-17	17:1:2:20:25:34	1:2:17:20:25:34	$2.4 Million	0	6	524	8964
7-Jan-17	40:43:12:28:22:1	1:12:22:28:40:43	$2.5 Million	0	14	619	9216
11-Jan-17	12:38:10:3:15:34	3:10:12:15:34:38	$2.6 Million	0	14	595	9659
14-Jan-17	7:2:14:31:24:32	2:7:14:24:31:32	$2.7 Million	0	13	611	9378
18-Jan-17	3:41:42:32:26:20	3:20:26:32:41:42	$2.8 Million	0	13	491	8838
21-Jan-17	32:19:41:42:16:38	16:19:32:38:41:42	$2.9 Million	0	17	594	9514
25-Jan-17	40:21:22:34:26:12	12:21:22:26:34:40	$3.0 Million	0	12	578	9842
28-Jan-17	32:14:18:3:38:23	3:14:18:23:32:38	$3.1 Million	0	13	667	10206
1-Feb-17	43:20:33:16:10:40	10:16:20:33:40:43	$3.2 Million	0	15	658	10071
4-Feb-17	19:9:8:37:23:29	8:9:19:23:29:37	$3.3 Million	0	13	766	12073
8-Feb-17	6:11:38:30:31:10	6:10:11:30:31:38	$3.4 Million	0	23	647	11020
11-Feb-17	15:20:6:19:26:38	6:15:19:20:26:38	$3.5 Million	1	21	716	11875
15-Feb-17	39:18:40:37:31:6	6:18:31:37:39:40	$1.0 Million	0	9	400	7212
18-Feb-17	21:33:44:22:19:26	19:21:22:26:33:44	$1.1 Million	0	10	484	8067
22-Feb-17	30:40:6:14:8:13	6:8:13:14:30:40	$1.2 Million	0	9	549	8371
25-Feb-17	4:16:43:1:9:6	1:4:6:9:16:43	$1.3 Million	1	17	600	8646
1-Mar-17	25:14:15:8:42:39	8:14:15:25:39:42	$1.0 Million	0	5	424	7067
4-Mar-17	3-22-42-23-6-16	3-6-16-22-23-42	$1.1 Million	0	6	523	8531
8-Mar-17	12-43-9-18-24-41	9-12-18-24-41-43	$1.2 Million	0	8	494	7935
11-Mar-17	25-2-26-14-18-30	2-14-18-25-26-30	$1.3 Million	0	10	516	8597
15-Mar-17	41-29-26-8-6-30	6-8-26-29-30-41	$1.4 Million	0	14	472	8252
18-Mar-17	20-27-10-15-28-26	10-15-20-26-27-28	$1.5 Million	0	14	562	9023
22-Mar-17	35-36-12-3-38-31	3-12-31-35-36-38	$1.6 Million	1	11	468	8116
25-Mar-17	15-27-25-36-13-44	13-15-25-27-36-44	$1.0 Million	0	10	509	7792
29-Mar-17	17-33-1-36-11-18	1-11-17-18-33-36	$1.1 Million	0	12	499	7407
1-Apr-17	13-39-31-8-40-18	8-13-18-31-39-40	$1.2 Million	0	9	521	8167
5-Apr-17	40-31-44-12-32-14	12-14-31-32-40-44	$1.3 Million	0	9	444	7494
8-Apr-17	24-32-38-18-16-6	6-16-18-24-32-38	$1.4 Million	0	18	543	8606
12-Apr-17	35-9-4-19-3-44	3-4-9-19-35-44	$1.5 Million	0	4	518	8579
15-Apr-17	16-26-18-29-19-31	16-18-19-26-29-31	$1.6 Million	0	15	573	8728
19-Apr-17	36-4-7-22-17-31	4-7-17-22-31-36	$1.7 Million	0	12	475	8141
22-Apr-17	34-30-26-28-42-33	26-28-30-33-34-42	$1.8 Million	0	13	464	8036
26-Apr-17	28-10-13-4-38-35	4-10-13-28-35-38	$1.9 Million	0	16	501	8254
29-Apr-17	14-23-39-8-16-26	8-14-16-23-26-39	$2.0 Million	0	12	549	8810
3-May-17	5-26-12-3-23-36	3-5-12-23-26-36	$2.1 Million	0	15	594	9226
6-May-17	32-12-26-21-30-39	12-21-26-30-32-39	$2.2 Million	0	18	592	9419
10-May-17	24-3-33-25-30-31	3-24-25-30-31-33	$2.3 Million	0	8	540	8657
13-May-17	9-36-33-31-34-15	9-15-31-33-34-36	$2.4 Million	0	11	503	8450
17-May-17	13-44-7-43-40-23	7-13-23-40-43-44	$2.5 Million	0	12	543	9252
20-May-17	31-21-12-13-39-35	12-13-21-31-35-39	$2.6 Million	0	15	625	9666
24-May-17	22-12-19-13-6-16	6-12-13-16-19-22	$2.7 Million	0	21	663	9814
27-May-17	10-3-41-37-44-5	3-5-10-37-41-44	$2.8 Million	0	12	617	9933
31-May-17	43-6-5-4-8-27	4-5-6-8-27-43	$2.9 Million	1	11	575	9869
3-Jun-17	21-27-44-18-2-19	2-18-19-21-27-44	$1.0 Million	0	10	486	8427
7-Jun-17	40-39-30-8-28-18	8-18-28-30-39-40	$1.1 Million	0	15	453	7217
10-Jun-17	13-1-20-22-43-16	1-13-16-20-22-43	$1.2 Million	0	17	475	8027
14-Jun-17	24-44-3-25-23-31	3-23-24-25-31-44	$1.3 Million	0	9	447	6986
17-Jun-17	37-33-18-27-26-28	18-26-27-28-33-37	$1.4 Million	0	10	427	7853
21-Jun-17	21-41-1-32-42-37	1-21-32-37-41-42	$1.5 Million	0	8	423	7243
24-Jun-17	26-28-40-36-27-16	16-26-27-28-36-40	$1.6 Million	0	9	477	7778
28-Jun-17	15-42-33-13-41-27	13-15-27-33-41-42	$1.7 Million	0	10	453	7425
1-Jul-17	26-10-17-12-27-5	5-10-12-17-26-27	$1.8 Million	0	9	653	9844
5-Jul-17	32-3-16-1-17-25	1-3-16-17-25-32	$1.9 Million	0	12	486	8025
8-Jul-17	1-6-32-4-36-30	1-4-6-30-32-36	$2.0 Million	0	12	531	8839
12-Jul-17	17-10-5-42-20-44	5-10-17-20-42-44	$2.1 Million	0	8	506	8717
15-Jul-17	40-14-34-10-24-1	1-10-14-24-34-40	$2.2 Million	0	9	584	8898
19-Jul-17	22-3-38-34-41-36	3-22-34-36-38-41	$2.3 Million	0	7	499	8296
22-Jul-17	24-17-3-34-1-2	1-2-3-17-24-34	$2.4 Million	0	14	590	9210
26-Jul-17	19-17-5-6-34-20	5-6-17-19-20-34	$2.5 Million	0	13	577	9140
29-Jul-17	16-4-3-33-38-7	3-4-7-16-33-38	$2.6 Million	0	11	584	9701
2-Aug-17	2-43-23-37-15-24	2-15-23-24-37-43	$2.7 Million	0	9	520	9098
5-Aug-17	26-16-17-44-31-33	16-17-26-31-33-44	$2.8 Million	0	18	636	10048
9-Aug-17	11-6-36-39-12-9	6-9-11-12-36-39	$2.9 Million	0	12	719	10947
12-Aug-17	24-31-44-8-6-4	4-6-8-24-31-44	$3.0 Million	0	17	795	12281
16-Aug-17	29-3-25-33-34-31	3-25-29-31-33-34	$3.1 Million	0	8	619	10633
19-Aug-17	3-32-16-12-42-15	3-12-15-16-32-42	$3.2 Million	0	19	753	12592
23-Aug-17	4-24-18-3-28-5	3-4-5-18-24-28	$3.3 Million	0	23	930	14623
26-Aug-17	42-26-43-38-3-12	3-12-26-38-42-43	$3.4 Million	0	11	701	11814
30-Aug-17	3-17-41-36-44-37	3-17-36-37-41-44	$3.5 Million	0	21	695	11243
2-Sep-17	7-29-42-38-40-31	7-29-31-38-40-42	$3.6 Million	0	17	712	11796
6-Sep-17	38-33-1-23-44-41	1-23-33-38-41-44	$3.7 Million	0	21	691	10836
9-Sep-17	4-35-34-39-16-12	4-12-16-34-35-39	$3.8 Million	0	17	770	11499
13-Sep-17	8-31-21-37-30-4	4-8-21-30-31-37	$3.9 Million	0	16	719	11700
16-Sep-17	10-42-5-3-43-19	3-5-10-19-42-43	$4.0 Million	0	11	852	13431
20-Sep-17	40-17-26-12-28-29	12-17-26-28-29-40	$4.1 Million	0	9	750	12423
23-Sep-17	2-5-15-12-41-21	2-5-12-15-21-41	$4.2 Million	0	24	836	13331
27-Sep-17	16-18-17-41-20-27	16-17-18-20-27-41	$4.3 Million	0	15	774	12369
30-Sep-17	12-35-18-6-17-15	6-12-15-17-18-35	$4.4 Million	0	13	817	13531
4-Oct-17	19-4-11-21-44-3	3-4-11-19-21-44	$4.5 Million	0	24	946	14617
7-Oct-17	10-37-18-15-5-26	5-10-15-18-26-37	$4.6 Million	0	12	853	14025
11-Oct-17	16-27-8-15-35-17	8-15-16-17-27-35	$4.7 Million	0	20	785	13110
14-Oct-17	4-13-11-40-43-2	2-4-11-13-40-43	$4.8 Million	0	23	871	13737
18-Oct-17	18-40-22-4-29-42	4-18-22-29-40-42	$4.9 Million	0	21	876	13728
21-Oct-17	31-7-42-19-24-35	7-19-24-31-35-42	$5.0 Million	0	27	918	14862
25-Oct-17	39-24-44-4-28-11	4-11-24-28-39-44	$5.1 Million	0	19	889	14421
28-Oct-17	17-42-31-4-12-34	4-12-17-31-34-42	$5.2 Million	0	19	986	15036
1-Nov-17	30-4-25-39-22-10	4-10-22-25-30-39	$5.3 Million	0	21	897	14879
